140_PP 140_485 CC,Center,Type,Revice Date(RD),FP Notice Date,Days from RD to FP Notice Date,,FP Date,Walk in?,Location,AP_EAD AD,Days from RD to AP_EAD AD,485 AD,Days from RD,Days from FP Date to 485 AD,Days from RD to 485 AD
"PP, non CC",NSC,EB1A,1/22/13,2/13/13,21,3/7/13,3/7/13,,,3/8/13,45,4/12/13,,35,80
"PP, non CC",NSC,EB1B,1/22/13,2/12/13,20,3/12/13,3/8/13,W,,3/14/13,51,3/26/13,,18,64
PP. non CC,NSC,EB1B,1/18/13,2/11/13,23,3/6/13,2/15/13,W,,2/19/13,32,4/11/13,,56,83
"PP, non CC",NSC,EB1A,1/17/13,2/6/13,19,3/6/13,2/14/13,W,,2/11/13,25,3/19/13,,35,62
,NSC,EB1A,1/17/13,2/6/13,19,3/6/13,3/1/13,W,,2/11/13,25,3/19/13,,18,62
"PP, non CC",NSC,EB1A,1/16/13,2/6/12,,3/5/13,2/12/13,W,,2/12/13,27,3/25/13,,43,69
"PP, non CC",NSC,EB1B,1/15/13,2/4/13,,2/27/13,2/13/13,W,,N/A,,3/8/13,,25,53
"PP, non CC",NSC,EB1A,1/7/13,1/31/13,,2/21/13,2/7/13,W,,2/12/13,36,3/19/13,,42,72
PP,NSC,EB1B,1/7/13,2/1/13,,,2/5/13,W,,2/14/13,38,2/28/13,,23,51
,NSC,,1/7/13,,,,2/14/13,,,2/15/1013,,3/21/13,,37,74
,NSC,,1/3/13,1/26/13,,2/14/13,2/14/13,,,,,3/8/13,,24,65
"PP, non CC",NSC,EB1B,1/2/13,,,,,,,,,3/14/13,,,72
"PP, non CC",NSC,EB1A,12/26/12,N/A,,2/12/13,2/4/13,W,,2/1/13,37,2/22/13,,18,56
n/a,NSC,EB1A,12/19/12,1/6/14,,2/11/13,1/24/13,W,,2/13/13,56,4/29/13,,95,130
"PP, non CC",NSC,EB1B,12/19/12,,,2/6/13,2/1/13,W,,2/7/13,50,5/29/13,,118,160
"PP, non CC",NSC,EB1B,12/19/12,,,2/7/13,2/1/13,W,,1/31/13,43,4/23/13,,82,124
"PP, non CC",NSC,EB1B,12/19/12,,,2/7/13,2/7/13,N,,2/1/13,44,3/19/13,,42,90
"PP, non CC",NSC,,12/19/12,1/24/13,,2/4/13,1/23/13,W,,2/4/13,47,2/27/13,,34,68
"PP, non CC",NSC,EB1A,12/18/12,1/18/13,,2/4/13,1/22/13,W,,N/A,,2/27/13,,35,69
N/A,NSC,EB1B,12/18/12,1/12/13,,2/1/13,2/1/13,N,,1/31/13,44,3/7/13,,36,79
PP,NSC,EB1A,12/17/12,1/23/13,,2/12/13,1/24/13,W,,2/1/13,46,4/16/13,,82,119
PP,NSC,EB1A,12/17/12,1/23/13,,2/6/13,2/6/13,,,2/11/13,56,2/19/13,,13,62
N/A,NSC,EB1B,12/17/12,N/A,,1/31/13,1/31/13,N,,1/24/13,38,2/27/13,,27,70
PP,NSC,EB1A,12/14/12,1/10/13,,1/31/13,1/31/13,,,2/7/13,55,3/4/13,,34,80
PP,NSC,EB1B,12/14/12,1/14/13,,1/31/13,1/15/13,,,1/29/13,46,2/6/13,,21,52
"PP,CC",NSC,EB1B,12/13/12,1/16/13,,2/7/13,1/25/13,W,,1/11/13,29,5/27/15,895,>365,
"PP, CC",NSC,EB1B,12/7/12,12/10/12,,1/4/13,12/19/12,W,,1/24/13,48,2/1/13,,42,54
"nonPP, nonCC",NSC,EB1B,12/3/12,1/2/13,,1/17/13,1/17/13,N,,1/21/13,49,3/15/13,,58,102
"nonPP, nonCC",NSC,EB1B,12/3/12,N/A,,1/16/13,1/16/13,,,1/22/13,50,2/19/13,,33,76
PP,NSC,EB1A,11/30/12,12/25/12,,N/A,12/26/12,W,,1/26/13,57,3/26/13,,90,116
,NSC,EB1B,11/30/12,N/A,,1/16/13,1/7/13,W,,1/19/13,50,10/7/13,,270,307
PP,NSC,EB1B,11/30/12,12/19/12,,N/A,12/27/12,W,,1/22/13,53,2/21/13,,54,81
PP,NSC,EB1A,11/26/12,12/18/12,,1/7/13,1/14/13,W,,1/18/13,53,2/12/13,,28,76
non-PP,NSC,EB1A,11/26/12,12/17/12,,1/7/13,1/7/13,,,N/A,,2/19/13,,42,83
"PP, RFE",NSC,EB1B,11/23/12,12/17/12,,1/11/13,1/8/13,W,,1/26/13,64,5/23/13,,135,180
PP,NSC,EB1A,11/21/12,1/2/13,,1/17/13,1/17/13,,,1/25/13,65,2/25/13,,38,94
"PP, CC",NSC,EB1A,11/19/12,12/13/12,,1/2/13,1/2/13,,,1/16/13,58,3/5/13,,63,106
PP,NSC,EB1A,11/19/12,12/13/12,,,12/19/12,W,,Denied,,1/11/13,,22,52
N/A,NSC,N/A,11/16/12,N/A,,1/9/13,1/9/13,W,,1/15/13,60,2/12/13,,33,86
PP,NSC,EB1A,11/15/12,12/13/12,,1/2/13,12/26/12,W,,1/14/13,60,2/11/13,,45,86
PP,NSC,EB1B,11/15/12,N/A,,1/10/13,1/10/13,N,,1/14/13,60,2/6/13,,26,81
"PP, nonCC",NSC,N/A,11/12/12,N/A,,N/A,12/19/12,W,,1/9/13,58,2/21/13,,62,99
N/A,NSC,EB1A,11/9/12,12/13/12,,,12/18/12,W,,Denied,,1/3/13,,15,54
PP,NSC,EB1B,11/9/12,,,1/2/13,1/2/13,N,,1/18/13,70,2/6/13,,34,87
PP,NSC,EB1B,11/8/12,N/A,,12/31/12,12/23/12,W,,1/10/13,63,1/24/13,,31,76
non-PP��_��__��_��__ RFE,NSC,EB1A,11/7/12,12/7/12,,12/26/12,12/26/12,,,1/9/13,63,5/13/13,,137,186
N/A,NSC,EB1A,11/7/12,,,12/28/12,12/28/12,,,1/15/13,69,2/5/13,,37,88
"PP, nonCC",NSC,EB1B,11/7/12,12/7/12,,12/26/12,12/10/12,W,,1/9/13,63,1/25/13,,45,78
N/A,NSC,EB1B,11/6/12,N/A,,12/21/12,12/21/12,W,,Denied,,1/7/13,,16,61
"PP, nonCC",NSC,EB1A,11/5/12,12/12/12,,1/8/13,1/8/13,,,1/22/13,78,1/28/13,,20,83
N/A,NSC,EB1B,11/5/12,N/A,,N/A,N/A,,,N/A,,3/8/13,,N/A,123
N/A,NSC,,11/2/12,N/A,,12/24/0201,12/4/12,W,,1/1/13,60,1/24/13,,50,82
RFE,NSC,EB1A,11/1/12,11/28/12,,12/19/12,12/11/12,W,,12/18/12,47,5/3/13,,142,182
RFE,NSC,EB1B,10/31/12,11/28/12,,12/26/12,12/26/12,N,,1/7/13,68,4/10/13,,104,160
CC,NSC,EB1A,10/30/12,N/A,,12/14/12,12/14/12,,,12/27/12,58,1/22/13,,38,82
N/A,NSC,EB1A,10/30/12,N/A,,N/A,12/13/12,,,12/28/12,59,12/31/12,,18,60
PP,NSC,EB1B,10/26/12,,,12/11/12,12/11/12,N,,12/6/12,41,2/7/13,,56,101
CC,NSC,N/A,10/26/12,11/15/12,,12/12/12,12/14/12,W,,12/10/12,45,1/15/13,,31,79
N/A,NSC,N/A,10/24/12,N/A,,N/A,N/A,,,,,1/8/13,,N/A,74
N/A,NSC,N/A,10/19/12,N/A,,N/A,11/21/12,W,,12/20/12,62,12/21/12,,30,62
N/A,NSC,EB1A,10/18/12,N/A,,12/6/12,11/16/12,W,,,,12/11/12,,25,53
N/A,NSC,EB1A,10/16/12,11/13/12,,N/A,11/14/12,W,,12/14/12,59,1/15/13,,61,89
"nonPP, CC",NSC,EB1B,10/16/12,N/A,,N/A,11/27/12,,,11/6/12,21,1/4/13,,37,78
N/A,NSC,,10/16/12,N/A,,N/A,12/5/12,,,12/14/12,59,1/4/13,,29,78
nonPP,NSC,EB1B,10/15/12,N/A,,N/A,11/23/12,,,11/15/12,31,12/27/12,,34,72
N/A,NSC,N/A,10/12/12,N/A,,11/30/12,11/20/12,W,,N/A,,1/11/13,,51,89
N/A,NSC,N/A,10/11/12,N/A,,N/A,N/A,,,N/A,,1/23/13,,N/A,102
N/A,NSC,N/A,10/9/12,N/A,,12/3/12,11/13/12,W,,N/A,,1/9/13,,56,90
PP,NSC,EB1B,10/6/12,11/2/12,,11/28/12,11/28/12,W,,11/7/12,32,1/28/13,,60,112
PP. nonCC,NSC,EB1B,10/5/12,11/3/12,,11/29/12,11/29/12,N,,12/10/12,66,3/4/13,,95,149
N/A,NSC,N/A,10/4/12,11/8/12,,N/A,11/23/12,,,11/1/12,28,12/22/12,,29,78
N/A,NSC,N/A,10/2/12,N/A,,N/A,N/A,,,12/12/12,71,1/23/13,,N/A,111
N/A,NSC,N/A,10/1/12,10/23/12,,N/A,11/8/12,W,,10/23/12,22,1/8/13,,60,97
N/A,NSC,N/A,9/26/12,N/A,,N/A,N/A,,,N/A,,12/26/12,,N/A,90
N/A,NSC,N/A,9/24/12,N/A,,N/A,11/14/12,,,10/29/12,35,12/17/12,,33,83
"PP, nonCC",,EB1B,9/14/12,10/6/12,,b,10/10/12,W,,10/5/12,21,1/23/13,,103,129
N/A,NSC,N/A,9/6/12,9/30/12,,10/23/12,10/5/12,W,,10/5/12,29,11/13/12,,38,67
N/A,NSC,EB1B,9/4/12,N/A,,N/A,10/12/12,,,10/4/12,30,12/18/12,,66,104
PP,NSC,EB1B,9/4/12,N/A,,N/A,10/4/12,,,10/4/12,30,11/9/12,,35,65
N/A,NSC,N/A,8/24/12,N/A,,N/A,N/A,,,N/A,,11/16/12,,N/A,82
N/A,NSC,N/A,8/21/12,N/A,,N/A,10/1/12,,,10/1/12,41,10/17/12,,16,56
N/A,NSC,N/A,8/13/12,N/A,,N/A,N/A,,,9/17/12,35,10/3/12,,N/A,50
N/A,NSC,EB1B,8/8/12,N/A,,N/A,N/A,,,,,11/15/12,,N/A,97
N/A,NSC,EB1B,8/2/12,N/A,,N/A,9/6/12,,,10/1/12,60,10/12/12,,36,70
N/A,NSC,EB1B,7/27/12,N/A,,N/A,N/A,,,8/24/12,28,10/31/12,,N/A,94
N/A,NSC,EB1B,7/25/12,9/5/12,,N/A,N/A,,,,,11/19/12,,N/A,114
N/A,NSC,N/A,7/23/12,8/8/12,,N/A,8/22/12,W,,8/22/12,30,11/2/12,,70,99
N/A,NSC,EB1A,7/11/12,N/A,,N/A,N/A,,,N/A,,10/23/12,,N/A,102
N/A,NSC,EB1B,6/29/12,7/30/12,,N/A,8/23/12,N,,N/A,,10/29/12,,66,120
"PP, nonCC",NSC,EB1B,6/25/12,7/19/12,,N/A,8/2/12,,,8/29/12,65,1/2/13,,150,187
"PP, nonCC",NSC,EB1B,6/21/12,7/12/12,,N/A,8/2/12,,,N/A,,9/7/12,,35,76
N/A,NSC,EB1A,6/5/12,N/A,,N/A,7/24/12,,,8/1/12,57,10/15/12,,81,130
CC,NSC,N/A,6/4/12,6/15/12,,7/5/12,7/5/12,,,7/10/12,36,12/6/12,,151,182
PP CC,NSC,EB1B,6/1/12,6/28/12,,N/A,7/19/12,,,7/14/12,43,12/6/12,,137,185
not PP CC,NSC,EB1B,5/10/12,6/29/12,,N/A,7/27/12,,,6/14/12,35,8/21/12,,24,101
non-PP,NSC,EB1B,4/20/12,6/10/12,,N/A,6/18/12,,,,,8/10/12,,52,110
not PP  CC,NSC,EB1B,3/20/12,5/20/12,,N/A,6/18/12,,,5/14/12,55,7/2/12,,14,102
N/A,TSC,EB2,,,,,,,,,,,,,
"non PP, non CC",NSC,EB1A,,11/3/16,30,11/14/16,11/14/16,No,NY,11/8/16,35,Blessing,,,
"PP, non CC",NSC,EB1A,,4/9/16,42469,FE: 02/01/2017,4/18/16,Yes,CA,4/15/16,42475,Blessing,42880,,
"nonPP, nonCC",NSC,EB1A,,4/29/16,#REF!,4/17/15,4/17/15,No,CA,4/28/15,,5/26/15,42150,39,
"PP, non CC",NSC,EB1A,,4/29/16,25,5/10/16,5/10/16,No,IN,5/4/16,5/4/16,Blessing,42880,,
"PP, nonCC",NSC,EB1A,,6/27/15,#REF!,7/17/15,7/7/15,Yes,GA,7/28/15,#REF!,Blessing,#REF!,,
"PP, non CC",NSC,EB1A,,,,,,,CA,,,Blessing,42880,,
"PP, non CC",NSC,EB1A,,,,,,,CA,,,Blessing,42880,,
"nonPP ,nonCC",NSC,EB1A,,,,,,,CA,,,Blessing,,,
"PP, non CC",NSC,EB1B,,8/27/16,42609,9/16/16,9/16/16,No,PA,8/31/16,42613,Blessing,42880,,
"PP, nonCC",NSC,EB1B,,7/25/15,42210,8/12/15,7/31/15,Yes,CA,,,Blessing,,,
"PP, non CC",NSC,EB1B,,4/20/16,26,5/5/16,5/5/16,No,WA,5/11/16,42501,6/25/16,42546,51,
"PP, CC",NSC,EB1B,,3/13/15,3/13/15,3/30/15,3/30/15,NO,AZ,4/17/15,,Blessing,,,
"PP, nonCC",NSC,EB1B,,12/5/14,22,12/22/14,12/22/14,No,MO,,,Blessing,,,
"nonPP, nonCC",NSC,eb1b,,,,,,,AZ,,,Blessing,,,
